Bank Code,Sort Code,Bank,Branch, Sort Code Component (Bank), Sort Code Component (Clearing Zone), Sort Code Component (Branch)
070100,070630,ARB Apex & Rural Banks,SEFWI-ASAW,07,06,30
070100,070631,ARB Apex & Rural Banks,KUMASI,07,06,31
070100,070632,ARB Apex & Rural Banks,KUMASI,07,06,32
070100,070633,ARB Apex & Rural Banks,KUMASI,07,06,33
070100,070635,ARB Apex & Rural Banks,YAA ASANTEWAA RURAL BANK LTD,07,06,35
070100,070636,ARB Apex & Rural Banks,TEPAMAN,07,06,36
070100,070701,ARB Apex & Rural Banks,SUNYANI CENTRE-SUNYANI,07,07,01
070100,070702,ARB Apex & Rural Banks,KINTAMPO,07,07,02
070100,070703,ARB Apex & Rural Banks,WAMFIE,07,07,03
070100,070704,ARB Apex & Rural Banks,SUMA AHENKRO,07,07,04
070100,070706,ARB Apex & Rural Banks,ACERENSUA,07,07,06
070100,070707,ARB Apex & Rural Banks,AKUMA,07,07,07
070100,070708,ARB Apex & Rural Banks,BUSUNYA,07,07,08
070100,070709,ARB Apex & Rural Banks,BOMAA,07,07,09
070100,070710,ARB Apex & Rural Banks,BADU,07,07,10
070100,070711,ARB Apex & Rural Banks,NSOATRE,07,07,11
070100,070712,ARB Apex & Rural Banks,DERMA,07,07,12
070100,070714,ARB Apex & Rural Banks,SEIKWA,07,07,14
070100,070715,ARB Apex & Rural Banks,KAASE,07,07,15
070100,070716,ARB Apex & Rural Banks,KUKUOM,07,07,16
070100,070717,ARB Apex & Rural Banks,DROBO,07,07,17
070100,070718,ARB Apex & Rural Banks,SAMPA,07,07,18
070100,070719,ARB Apex & Rural Banks,ABESIM,07,07,19
070100,070720,ARB Apex & Rural Banks,SUNYANI,07,07,20
070100,070721,ARB Apex & Rural Banks,SUNYANI,07,07,21
070100,070722,ARB Apex & Rural Banks,WENCHI RURAL BANK LTD,07,07,22
070100,070723,ARB Apex & Rural Banks,BOMOSADU RURAL BANK LTD,07,07,23
070100,070801,ARB Apex & Rural Banks,TAMALE CENTRE-TAMALE,07,08,01
070100,070802,ARB Apex & Rural Banks,KUMBUNGU,07,08,02
070100,070803,ARB Apex & Rural Banks,SAVELEGU,07,08,03
070100,070804,ARB Apex & Rural Banks,TAMALE,07,08,04
070100,070805,ARB Apex & Rural Banks,TAMALE,07,08,05
070100,070806,ARB Apex & Rural Banks,ZABZUGU RURAL BANK LTD,07,08,06
070100,070901,ARB Apex & Rural Banks,BOLGA CENTRE-BOLGATANGA,07,09,01
070100,070902,ARB Apex & Rural Banks,PAGA,07,09,02
070100,070903,ARB Apex & Rural Banks,GARU,07,09,03
070100,070904,ARB Apex & Rural Banks,WALEWALE,07,09,04
070100,070905,ARB Apex & Rural Banks,GAMBAGA,07,09,05
070100,070906,ARB Apex & Rural Banks,SANDEMA,07,09,06
070100,070907,ARB Apex & Rural Banks,ZIBILLA,07,09,07
070100,070908,ARB Apex & Rural Banks,BOLGATANGA,07,09,08
070100,071001,ARB Apex & Rural Banks,WA CENTRE-WA,07,10,01
070100,071002,ARB Apex & Rural Banks,NANDOM,07,10,02
070100,071003,ARB Apex & Rural Banks,JIRAPA,07,10,03
070100,071004,ARB Apex & Rural Banks,TUMA,07,10,04
070100,071005,ARB Apex & Rural Banks,WA,07,10,05
070100,071101,ARB Apex & Rural Banks,HOHOE CENTRE-HOHOE,07,11,01
070100,071102,ARB Apex & Rural Banks,GUAMAN,07,11,02
070100,071103,ARB Apex & Rural Banks,WORAWORA,07,11,03
070100,071104,ARB Apex & Rural Banks,HOHOE,07,11,04
070100,071105,ARB Apex & Rural Banks,HOHOE,07,11,05
080100,080100,Agric. Development Bank,HEAD OFFICE,08,01,00
080100,080101,Agric. Development Bank,RING ROAD CENTRAL,08,01,01
080100,080102,Agric. Development Bank,ADABRAKA,08,01,02
080100,080103,Agric. Development Bank,TEMA,08,01,03
080100,080104,Agric. Development Bank,TESHIE,08,01,04
080100,080105,Agric. Development Bank,KANESSHIE,08,01,05
080100,080106,Agric. Development Bank,CEDI HOUSE,08,01,06
080100,080107,Agric. Development Bank,INTERNATIONAL BANKING,08,01,07
080100,080108,Agric. Development Bank,GULF HOUSE,08,01,08
080100,080109,Agric. Development Bank,DANSOMAN,08,01,09
080100,080110,Agric. Development Bank,NUNGUA,08,01,10
080100,080111,Agric. Development Bank,KORKORDZOR,08,01,11
080100,080112,Agric. Development Bank,OSU,08,01,12
080100,080113,Agric. Development Bank,MADINA,08,01,13
080100,080114,Agric. Development Bank,ABEKALAPAZ,08,01,14
080100,080115,Agric. Development Bank,AGONA SWEDRU,08,01,15
080100,080116,Agric. Development Bank,ADB HOUSE BRANCH,08,01,16
080100,080117,Agric. Development Bank,ACHIMOTA,08,01,17
080100,080118,Agric. Development Bank,SPINTEX ROAD,08,01,18
080100,080119,Agric. Development Bank,MAKOLA,08,01,19
080100,080120,Agric. Development Bank,ACCRA NEW TOWN,08,01,20
080100,080124,Agric. Development Bank,ASHIAMAN,08,01,24
080100,080125,Agric. Development Bank,DANQUAH CIRCLE,08,01,25
080100,080126,Agric. Development Bank,NIMA,08,01,26
080100,080127,Agric. Development Bank,KASOA,08,01,27
080100,080128,Agric. Development Bank,WINNEBA,08,01,28
080100,080221,Agric. Development Bank,KOFORIDUA,08,02,21
080100,080222,Agric. Development Bank,SUHUM,08,02,22
080100,080223,Agric. Development Bank,NKAWKAW,08,02,23
080100,080229,Agric. Development Bank,ASIAKWA,08,02,29
080100,080230,Agric. Development Bank,KADE,08,02,30
080100,080331,Agric. Development Bank,CAPE COAST,08,03,31
080100,080332,Agric. Development Bank,ASSIN FOSO,08,03,32
080100,080333,Agric. Development Bank,UCC,08,03,33
080100,080334,Agric. Development Bank,MANKESSIM,08,03,34
080100,080441,Agric. Development Bank,TAKORADI,08,04,41
080100,080444,Agric. Development Bank,ENCHI,08,04,44
080100,080445,Agric. Development Bank,TAKORADI HARBOUR,08,04,45
080100,080446,Agric. Development Bank,AGONA NKWANTA,08,04,46
080100,080447,Agric. Development Bank,GREL,08,04,47
080100,080552,Agric. Development Bank,HO,08,05,52
080100,080553,Agric. Development Bank,KPANDO,08,05,53
080100,080554,Agric. Development Bank,NKWANTA,08,05,54
080100,080555,Agric. Development Bank,DENU,08,05,55
080100,080556,Agric. Development Bank,JUAPONG,08,05,56
080100,080557,Agric. Development Bank,SOGAKOPE,08,05,57
080100,080558,Agric. Development Bank,KPEVE,08,05,58
080100,080661,Agric. Development Bank,KUMASI ADUM,08,06,61
080100,080662,Agric. Development Bank,BKWAI,08,06,62
080100,080663,Agric. Development Bank,NEW EDUBIASE,08,06,63
080100,080664,Agric. Development Bank,OBUASI,08,06,64
080100,080665,Agric. Development Bank,KUMASI CENTRAL MARKET,08,06,65
080100,080666,Agric. Development Bank,KUMASI ASOKWA,08,06,66
080100,080668,Agric. Development Bank,AMAKOM,08,06,68
080100,080684,Agric. Development Bank,SEFWI WIAWSO,08,06,84
080100,080685,Agric. Development Bank,ATEBUBU,08,06,85
080100,080686,Agric. Development Bank,BONSO NKWANTA,08,06,86
080100,080687,Agric. Development Bank,SEFWI ESSAM,08,06,87
080100,080771,Agric. Development Bank,SUNYANI,08,07,71
080100,080772,Agric. Development Bank,DORMAA AHENKRO,08,07,72
080100,080774,Agric. Development Bank,BEREKUM,08,07,74
080100,080775,Agric. Development Bank,NKORANSAH,08,07,75
080100,080776,Agric. Development Bank,TECHIMAN,08,07,76
080100,080777,Agric. Development Bank,GOASO,08,07,77
080100,080778,Agric. Development Bank,KWAPONG,08,07,78
080100,080779,Agric. Development Bank,KENYASE,08,07,79
080100,080881,Agric. Development Bank,TAMALE,08,08,81
080100,080882,Agric. Development Bank,TAMALE ABOABO,08,08,82
080100,080883,Agric. Development Bank,YENDI,08,08,83
080100,080888,Agric. Development Bank,BOLE,08,08,88
080100,080889,Agric. Development Bank,KALADAN,08,08,89
080100,080890,Agric. Development Bank,BUIPE,08,08,90
080100,080891,Agric. Development Bank,SAVELUGU,08,08,91
080100,080991,Agric. Development Bank,BOLGATANGA,08,09,91
080100,080992,Agric. Development Bank,BAWKU,08,09,92
080100,080993,Agric. Development Bank,NAVRONGO,08,09,93
080100,080994,Agric. Development Bank,TUMU,08,09,94
080100,080995,Agric. Development Bank,WA,08,09,95
080100,080996,Agric. Development Bank,WALEWALE,08,09,96
080100,081095,Agric. Development Bank,WA,08,10,95
080100,081151,Agric. Development Bank,HOHOE,08,11,51
090100,090101,Societe Generale Ghana Ltd,ACCRA MAIN,09,01,01
090100,090102,Societe Generale Ghana Ltd,NORTH INDUSTRIAL AREA,09,01,02
090100,090103,Societe Generale Ghana Ltd,TUDU,09,01,03
090100,090104,Societe Generale Ghana Ltd,ACCRA NEW TOWN,09,01,04
090100,090105,Societe Generale Ghana Ltd,FAANOFA,09,01,05
090100,090106,Societe Generale Ghana Ltd,TEMA COMMUNITY TWO,09,01,06
090100,090107,Societe Generale Ghana Ltd,OSU,09,01,07
090100,090108,Societe Generale Ghana Ltd,OKAISHIE,09,01,08
090100,090109,Societe Generale Ghana Ltd,KANASHIE,09,01,09
090100,090110,Societe Generale Ghana Ltd,TEMA FISHING HARBOUR,09,01,10
090100,090111,Societe Generale Ghana Ltd,KOTOBABI,09,01,11
090100,090114,Societe Generale Ghana Ltd,PREMIER TOWERS,09,01,14
090100,090115,Societe Generale Ghana Ltd,HEAD OFFICE,09,01,15
090100,090117,Societe Generale Ghana Ltd,SPINTEX ROAD,09,01,17
090100,090118,Societe Generale Ghana Ltd,MADINA,09,01,18
090100,090119,Societe Generale Ghana Ltd,KASOA,09,01,19
090100,090120,Societe Generale Ghana Ltd,TEMA COMMUNITY ONE,09,01,20
090100,090201,Societe Generale Ghana Ltd,KOFORIDUA,09,02,01
090100,090202,Societe Generale Ghana Ltd,AKIM ODA,09,02,02
090100,090301,Societe Generale Ghana Ltd,CAPE COAST,09,03,01
090100,090302,Societe Generale Ghana Ltd,DUNKWA,09,03,02
090100,090401,Societe Generale Ghana Ltd,TAKORADI,09,04,01
090100,090402,Societe Generale Ghana Ltd,SEFWI BEKWAI,09,04,02
090100,090403,Societe Generale Ghana Ltd,SEFWI WIAWSO,09,04,03
090100,090404,Societe Generale Ghana Ltd,TARKWA,09,04,04
090100,090405,Societe Generale Ghana Ltd,ESSAM,09,04,05
090100,090406,Societe Generale Ghana Ltd,ASANKRAGUA,09,04,06
090100,090407,Societe Generale Ghana Ltd,AKONTOMBRA,09,04,07
090100,090408,Societe Generale Ghana Ltd,JUABESO,09,04,08
090100,090409,Societe Generale Ghana Ltd,ASEMPANEYE,09,04,09
090100,090410,Societe Generale Ghana Ltd,ADABOKROM,09,04,10
090100,090411,Societe Generale Ghana Ltd,TAKORADI MARKET CIRCLE,09,04,11
090100,090501,Societe Generale Ghana Ltd,HO,09,05,01
090100,090601,Societe Generale Ghana Ltd,ADUM,09,06,01
090100,090602,Societe Generale Ghana Ltd,KUMASI CENTRAL,09,06,02
090100,090603,Societe Generale Ghana Ltd,BIBIANI,09,06,03
090100,090604,Societe Generale Ghana Ltd,TEPA,09,06,04
090100,090605,Societe Generale Ghana Ltd,ASAFO,09,06,05
090100,090606,Societe Generale Ghana Ltd,SUAME,09,06,06
090100,090607,Societe Generale Ghana Ltd,KEJETIA,09,06,07
090100,090701,Societe Generale Ghana Ltd,SUNYANI,09,07,01
090100,090741,Societe Generale Ghana Ltd,BEREKUM,09,07,41
090100,090801,Societe Generale Ghana Ltd,TAMALE,09,08,01
090100,090901,Societe Generale Ghana Ltd,BOLGATANGA,09,09,01
090100,091001,Societe Generale Ghana Ltd,WA,09,10,01
100100,100101,Merchant Bank (GH) Ltd,ACCRA,10,01,01
100100,100102,Merchant Bank (GH) Ltd,TEMA,10,01,02
100100,100103,Merchant Bank (GH) Ltd,RIDGE,10,01,03
100100,100104,Merchant Bank (GH) Ltd,ADABRAKA,10,01,04
100100,100105,Merchant Bank (GH) Ltd,KANESHIE,10,01,05
100100,100106,Merchant Bank (GH) Ltd,ABEKA BRANCH,10,01,06
100100,100107,Merchant Bank (GH) Ltd,NORTH INDUSTRIAL,10,01,07
100100,100108,Merchant Bank (GH) Ltd,TEMA EAST,10,01,08
100100,100109,Merchant Bank (GH) Ltd,ACHIMOTA,10,01,09
100100,100110,Merchant Bank (GH) Ltd,ABOSEY OKAI,10,01,10
100100,100111,Merchant Bank (GH) Ltd,SOUTH INDUSTRIAL AREA,10,01,11
100100,100112,Merchant Bank (GH) Ltd,OSU,10,01,12
100100,100199,Merchant Bank (GH) Ltd,FIRST NATATIONAL S&L,10,01,99
100100,100204,Merchant Bank (GH) Ltd,KOFORIDUA,10,02,04
100100,100401,Merchant Bank (GH) Ltd,TAKORADI,10,04,01
100100,100402,Merchant Bank (GH) Ltd,TARKWA,10,04,02
100100,100601,Merchant Bank (GH) Ltd,KUMASI,10,06,01
100100,100602,Merchant Bank (GH) Ltd,BIBIANI,10,06,02
100100,100603,Merchant Bank (GH) Ltd,ASAFO,10,06,03
100100,100604,Merchant Bank (GH) Ltd,BANTAMA,10,06,04
100100,100605,Merchant Bank (GH) Ltd,ADUM,10,06,05
100100,100606,Merchant Bank (GH) Ltd,KONONGO,10,06,06
100100,100701,Merchant Bank (GH) Ltd,TECHIMAN,10,07,01
110100,110101,HFC Bank (GH) Ltd,EBANKESE,11,01,01
110100,110103,HFC Bank (GH) Ltd,ACCRA CENTRAL,11,01,03
110100,110104,HFC Bank (GH) Ltd,RIDGE,11,01,04
110100,110105,HFC Bank (GH) Ltd,TEMA,11,01,05
110100,110107,HFC Bank (GH) Ltd,LEGON,11,01,07
110100,110108,HFC Bank (GH) Ltd,ABOSEY OKAI,11,01,08
110100,110109,HFC Bank (GH) Ltd,TUDU,11,01,09
110100,110112,HFC Bank (GH) Ltd,AGBOGBLOSHIE,11,01,12
110100,110116,HFC Bank (GH) Ltd,BAATSONA,11,01,16
110100,110117,HFC Bank (GH) Ltd,PRIVATE BANKING,11,01,17
110100,110118,HFC Bank (GH) Ltd,ASHIAMAN,11,01,18
110100,110119,HFC Bank (GH) Ltd,POST OFFICE SQUARE,11,01,19
110100,110120,HFC Bank (GH) Ltd,ADABRAKA BRANCH,11,01,20
110100,110121,HFC Bank (GH) Ltd,DANSOMAN BRANCH,11,01,21
110100,110122,HFC Bank (GH) Ltd,ACCRA NEW TOWN,11,01,22
110100,110123,HFC Bank (GH) Ltd,MADINA,11,01,23
110100,110124,HFC Bank (GH) Ltd,ACHIMOTA,11,01,24
110100,110215,HFC Bank (GH) Ltd,KOFORIDUA,11,02,15
110100,110216,HFC Bank (GH) Ltd,ASAMANKESE,11,02,16
110100,110301,HFC Bank (GH) Ltd,KASOA BRANCH,11,03,01
110100,110302,HFC Bank (GH) Ltd,SWEDRU,11,03,02
110100,110303,HFC Bank (GH) Ltd,CAPE COAST,11,03,03
110100,110304,HFC Bank (GH) Ltd,WINNEBA,11,03,04
110100,110401,HFC Bank (GH) Ltd,TAKORADI,11,04,01
110100,110402,HFC Bank (GH) Ltd,SEFWI WIAWSO,11,04,02
110100,110403,HFC Bank (GH) Ltd,SEFWI BEKWAI,11,04,03
110100,110404,HFC Bank (GH) Ltd,JUABESO,11,04,04
110100,110405,HFC Bank (GH) Ltd,AKONTOMBRA,11,04,05
110100,110406,HFC Bank (GH) Ltd,ESSAM,11,04,06
110100,110407,HFC Bank (GH) Ltd,ASEMPANAYE,11,04,07
110100,110408,HFC Bank (GH) Ltd,ADABOKROM,11,04,08
110100,110409,HFC Bank (GH) Ltd,ASANKRAGWA,11,04,09
110100,110601,HFC Bank (GH) Ltd,KUMASI,11,06,01
110100,110603,HFC Bank (GH) Ltd,ADUM,11,06,03
110100,110604,HFC Bank (GH) Ltd,KUMASI MAGAZINE,11,06,04
110100,110605,HFC Bank (GH) Ltd,ASOKWA,11,06,05
110100,110613,HFC Bank (GH) Ltd,KNUST,11,06,13
110100,110710,HFC Bank (GH) Ltd,TECHIMAN,11,07,10
110100,110711,HFC Bank (GH) Ltd,GOASO,11,07,11
110100,110814,HFC Bank (GH) Ltd,TAMALE,11,08,14
120100,120101,Zenith Bank (GH) Ltd,PREMIER TOWERS,12,01,01
120100,120102,Zenith Bank (GH) Ltd,PATRICE LUMUMBA ROAD,12,01,02
120100,120103,Zenith Bank (GH) Ltd,TEMA,12,01,03
120100,120104,Zenith Bank (GH) Ltd,KOJO THOMPSON ROAD BRANCH,12,01,04
120100,120105,Zenith Bank (GH) Ltd,SPINTEX,12,01,05
120100,120106,Zenith Bank (GH) Ltd,GRAPHIC ROAD,12,01,06
120100,120107,Zenith Bank (GH) Ltd,NORTH INDUSTRIAL AREA,12,01,07
120100,120108,Zenith Bank (GH) Ltd,LABONE,12,01,08
120100,120109,Zenith Bank (GH) Ltd,EAST LEGON,12,01,09
120100,120110,Zenith Bank (GH) Ltd,TEMA INDUSTRIAL AREA,12,01,10
120100,120111,Zenith Bank (GH) Ltd,ACHIMOTA BRANCH,12,01,11
120100,120112,Zenith Bank (GH) Ltd,AKOSOMBO BRANCH,12,01,12
120100,120113,Zenith Bank (GH) Ltd,TEMA METRO BRANCH,12,01,13
120100,120301,Zenith Bank (GH) Ltd,CAPE COAST BRANCH,12,03,01
120100,120401,Zenith Bank (GH) Ltd,TAKORADI MAIN,12,04,01
120100,120402,Zenith Bank (GH) Ltd,TAKORADI HABOUR BRANCH,12,04,02
120100,120403,Zenith Bank (GH) Ltd,TARKWA,12,04,03
120100,120601,Zenith Bank (GH) Ltd,KUMASI MAIN,12,06,01
120100,120602,Zenith Bank (GH) Ltd,Adum,12,06,02
120100,120603,Zenith Bank (GH) Ltd,SUAME BRANCH,12,06,03
120100,120701,Zenith Bank (GH) Ltd,SUNYANI,12,07,01
120100,120801,Zenith Bank (GH) Ltd,Tamale,12,08,01
130100,130101,Ecobank (GH) Ltd,HEAD OFFICE,13,01,01
130100,130102,Ecobank (GH) Ltd,TEMA,13,01,02
130100,130103,Ecobank (GH) Ltd,RING ROAD CENTRAL,13,01,03
130100,130104,Ecobank (GH) Ltd,TUDU,13,01,04
130100,130105,Ecobank (GH) Ltd,SILVER STAR,13,01,05
130100,130106,Ecobank (GH) Ltd,OSU,13,01,06
130100,130107,Ecobank (GH) Ltd,A AND C,13,01,07
130100,130108,Ecobank (GH) Ltd,TEMA LONG ROOM,13,01,08
130100,130109,Ecobank (GH) Ltd,McCARTHY HILL,13,01,09
130100,130110,Ecobank (GH) Ltd,NIMA,13,01,10
130100,130111,Ecobank (GH) Ltd,ABEKA LAPAZ,13,01,11
130100,130112,Ecobank (GH) Ltd,DANSOMAN,13,01,12
130100,130114,Ecobank (GH) Ltd,DARKUMAN,13,01,14
130100,130115,Ecobank (GH) Ltd,LEGON,13,01,15
130100,130116,Ecobank (GH) Ltd,SOUTH INDUSTRIAL AREA(SIA),13,01,16
130100,130117,Ecobank (GH) Ltd,SPINTEX,13,01,17
130100,130118,Ecobank (GH) Ltd,ACCRA SHOPPING MALL,13,01,18
130100,130119,Ecobank (GH) Ltd,TEMA SHOPPING MALL,13,01,19
130100,130120,Ecobank (GH) Ltd,WEIJA,13,01,20
130100,130122,Ecobank (GH) Ltd,MADINA,13,01,22
130100,130123,Ecobank (GH) Ltd,HAATSOO,13,01,23
130100,130124,Ecobank (GH) Ltd,WESTLANDS,13,01,24
130100,130125,Ecobank (GH) Ltd,MOTOR WAY ROUNDABOUT,13,01,25
130100,130126,Ecobank (GH) Ltd,DOME ST. JOHNS,13,01,26
130100,130127,Ecobank (GH) Ltd,KOTOBABI,13,01,27
130100,130128,Ecobank (GH) Ltd,SAFE BOND,13,01,28
130100,130129,Ecobank (GH) Ltd,LABONE,13,01,29
130100,130130,Ecobank (GH) Ltd,BURMA CAMP,13,01,30
130100,130131,Ecobank (GH) Ltd,REINSURANCE HOUSE BRANCH,13,01,31
130100,130132,Ecobank (GH) Ltd,TRUST TOWERS BRANCH,13,01,32
130100,130133,Ecobank (GH) Ltd,TESANO BRANCH,13,01,33
130100,130134,Ecobank (GH) Ltd,HOSPITAL ROAD BRANCH,13,01,34
130100,130135,Ecobank (GH) Ltd,KASOA BRANCH,13,01,35
130100,130136,Ecobank (GH) Ltd,KANTAMANTO BRANCH,13,01,36
130100,130137,Ecobank (GH) Ltd,MADINA CENTRAL BRANCH,13,01,37
130100,130139,Ecobank (GH) Ltd,SAKUMONO BRANCH,13,01,39
130100,130140,Ecobank (GH) Ltd,HIGH STREET BRANCH,13,01,40
130100,130141,Ecobank (GH) Ltd,KWASHIEMAN BRANCH,13,01,41
130100,130142,Ecobank (GH) Ltd,KISSEIMAN BRANCH,13,01,42
130100,130145,Ecobank (GH) Ltd,ACCION,13,01,45
130100,130146,Ecobank (GH) Ltd,OPPORTUNITY INT. SAVINGS AND LOAN,13,01,46
130100,130147,Ecobank (GH) Ltd,EAST AIRPORT BRANCH,13,01,47
130100,130148,Ecobank (GH) Ltd,KWABENYA BRANCH,13,01,48
130100,130149,Ecobank (GH) Ltd,OKPONGLO BRANCH,13,01,49
130100,130150,Ecobank (GH) Ltd,ASHAIMAN,13,01,50
130100,130151,Ecobank (GH) Ltd,EVANDY HOSTEL BRANCH,13,01,51
130100,130152,Ecobank (GH) Ltd,PENTAGON LEGON BRANCH,13,01,52
130100,130153,Ecobank (GH) Ltd,OKOFO BRANCH,13,01,53
130100,130154,Ecobank (GH) Ltd,ADEHYEMAN SAVINGS & LOAN,13,01,54
130100,130155,Ecobank (GH) Ltd,FIRST NATIONAL SAVINGS & LOANS,13,01,55
130100,130156,Ecobank (GH) Ltd,PROCREDIT SAVINGS & LOANS,13,01,56
130100,130157,Ecobank (GH) Ltd,WOMEN'S WORLD BANKING,13,01,57
130100,130158,Ecobank (GH) Ltd,UNION SAVINGS & LOANS,13,01,58
130100,130159,Ecobank (GH) Ltd,FIRST ALLIED SAVINGS & LOANS,13,01,59
130100,130160,Ecobank (GH) Ltd,BEIGE CAPITAL,13,01,60
130100,130161,Ecobank (GH) Ltd,NBFI-ADVANS GH,13,01,61
130100,130162,Ecobank (GH) Ltd,NEW ABEKA,13,01,62
130100,130163,Ecobank (GH) Ltd,GOLDEN PRIDE S&L,13,01,63
130100,130164,Ecobank (GH) Ltd,PRIVATE BANKING,13,01,64
130100,130201,Ecobank (GH) Ltd,NEW ABIREM,13,02,01
130100,130401,Ecobank (GH) Ltd,TAKORADI,13,04,01
130100,130402,Ecobank (GH) Ltd,TARKWA,13,04,02
130100,130403,Ecobank (GH) Ltd,TAKORADI MARKET CIRCLE,13,04,03
130100,130404,Ecobank (GH) Ltd,ELUBU,13,04,04
130100,130405,Ecobank (GH) Ltd,TAKORADI COLLINS STREET,13,04,05
130100,130501,Ecobank (GH) Ltd,AFLAO,13,05,01
130100,130601,Ecobank (GH) Ltd,KUMASI HARPER ROAD,13,06,01
130100,130602,Ecobank (GH) Ltd,JUBILEE HOUSE,13,06,02
130100,130603,Ecobank (GH) Ltd,KNUST,13,06,03
130100,130604,Ecobank (GH) Ltd,ADUM,13,06,04
130100,130605,Ecobank (GH) Ltd,ABREPO JUNCTION,13,06,05
130100,130606,Ecobank (GH) Ltd,TAFO,13,06,06
130100,130607,Ecobank (GH) Ltd,ASH TOWN,13,06,07
130100,130608,Ecobank (GH) Ltd,KEJETIA,13,06,08
130100,130609,Ecobank (GH) Ltd,ABREPO MAIN,13,06,09
130100,130610,Ecobank (GH) Ltd,BANTAMA,13,06,10
130100,130611,Ecobank (GH) Ltd,STADIUM,13,06,11
130100,130612,Ecobank (GH) Ltd,TANOSO,13,06,12
130100,130613,Ecobank (GH) Ltd,BANTAMA GNTC BRANCH,13,06,13
130100,130614,Ecobank (GH) Ltd,SSNIT HOUSE BRANCH,13,06,14
130100,130615,Ecobank (GH) Ltd,SUAME BRANCH,13,06,15
130100,130616,Ecobank (GH) Ltd,ASHTOWN EAST BRANCH,13,06,16
130100,130701,Ecobank (GH) Ltd,KENYASI AGENCY,13,07,01
130100,130702,Ecobank (GH) Ltd,SUNYANI,13,07,02
130100,130703,Ecobank (GH) Ltd,BUI,13,07,03
130100,130801,Ecobank (GH) Ltd,TAMALE,13,08,01
140100,140100,Cal Bank Ltd,HEAD OFFICE,14,01,00
140100,140101,Cal Bank Ltd,INDEPENDENCE AVENUE,14,01,01
140100,140102,Cal Bank Ltd,TEMA,14,01,02
140100,140103,Cal Bank Ltd,DERBY AVENUE,14,01,03
140100,140104,Cal Bank Ltd,SPINTEX ROAD,14,01,04
140100,140105,Cal Bank Ltd,GRAPHIC ROAD,14,01,05
140100,140106,Cal Bank Ltd,TEMA HARBOUR,14,01,06
140100,140107,Cal Bank Ltd,WEIJA BRANCH,14,01,07
140100,140108,Cal Bank Ltd,CIRCLE BRANCH,14,01,08
140100,140109,Cal Bank Ltd,LEGON,14,01,09
140100,140110,Cal Bank Ltd,RING ROAD CENTRAL,14,01,10
140100,140111,Cal Bank Ltd,ACHIMOTA,14,01,11
140100,140112,Cal Bank Ltd,OSU,14,01,12
140100,140197,Cal Bank Ltd,MIDLAND SAVINGS & LOANS LTD,14,01,97
140100,140198,Cal Bank Ltd,FIRST AFRICAN SAVINGS & LOANS LTD,14,01,98
140100,140199,Cal Bank Ltd,OPPORTUNITY SAVINGS & LOANS,14,01,99
140100,140401,Cal Bank Ltd,TAKORADI,14,04,01
140100,140402,Cal Bank Ltd,TARKWA,14,04,02
140100,140403,Cal Bank Ltd,TAKORADI HARBOUR,14,04,03
140100,140601,Cal Bank Ltd,NHYIEASO,14,06,01
140100,140602,Cal Bank Ltd,SUAME,14,06,02
140100,140603,Cal Bank Ltd,KEJETIA,14,06,03
140100,140604,Cal Bank Ltd,KNUST,14,06,04
140100,140605,Cal Bank Ltd,ASAFO,14,06,05
160100,160101,UT Bank,CASTLE ROAD,16,01,01
160100,160102,UT Bank,MAKOLA,16,01,02
160100,160103,UT Bank,TEMA MAIN,16,01,03
160100,160104,UT Bank,NIMA,16,01,04
160100,160105,UT Bank,ABOSSEY OKAI,16,01,05
160100,160108,UT Bank,HAATSO,16,01,08
160100,160109,UT Bank,SPINTEX,16,01,09
160100,160110,UT Bank,AIRPORT CITY,16,01,10
160100,160111,UT Bank,MADINA,16,01,11
160100,160112,UT Bank,BAATSONAA,16,01,12
160100,160113,UT Bank,ADABRAKA,16,01,13
160100,160114,UT Bank,OSU,16,01,14
160100,160115,UT Bank,ACCRA,16,01,15
160100,160116,UT Bank,KANESHIE,16,01,16
160100,160117,UT Bank,CORPORATE BANKING,16,01,17
160100,160118,UT Bank,BEIGE CAPITAL,16,01,18
160100,160119,UT Bank,ASHAIMAN,16,01,19
160100,160201,UT Bank,KOFORIDUA,16,02,01
160100,160301,UT Bank,CAPE COAST,16,03,01
160100,160401,UT Bank,TAKORADI MARKET CIRCLE,16,04,01
160100,160402,UT Bank,TAKORADI SHIPPERS COUNCIL,16,04,02
160100,160403,UT Bank,TARKWA,16,04,03
160100,160501,UT Bank,HO,16,05,01
160100,160601,UT Bank,ADUM KUMASI,16,06,01
160100,160602,UT Bank,KUMASI STC,16,06,02
160100,160603,UT Bank,OBUASI,16,06,03
160100,160701,UT Bank,SUNYANI MELCOM,16,07,01
170100,170101,First Atlantic Bank,ACCRA,17,01,01
170100,170102,First Atlantic Bank,KANTAMANTO AGENCY,17,01,02
170100,170103,First Atlantic Bank,TEMA,17,01,03
170100,170104,First Atlantic Bank,MAKOLA,17,01,04
170100,170105,First Atlantic Bank,NORTH RIDGE,17,01,05
170100,170107,First Atlantic Bank,SPINTEX BRANCH,17,01,07
170100,170170,First Atlantic Bank,WOMEN'S WORLD BANK GHANA SAVINGS AND LOANS,17,01,70
170100,170601,First Atlantic Bank,KUMASI,17,06,01
170100,170602,First Atlantic Bank,SUAME,17,06,02
